0_WRIST_x,0_WRIST_y,0_THUMB_CMC_x,0_THUMB_CMC_y,0_THUMB_MCP_x,0_THUMB_MCP_y,0_THUMB_IP_x,0_THUMB_IP_y,0_THUMB_TIP_x,0_THUMB_TIP_y,0_INDEX_FINGER_MCP_x,0_INDEX_FINGER_MCP_y,0_INDEX_FINGER_PIP_x,0_INDEX_FINGER_PIP_y,0_INDEX_FINGER_DIP_x,0_INDEX_FINGER_DIP_y,0_INDEX_FINGER_TIP_x,0_INDEX_FINGER_TIP_y,0_MIDDLE_FINGER_MCP_x,0_MIDDLE_FINGER_MCP_y,0_MIDDLE_FINGER_PIP_x,0_MIDDLE_FINGER_PIP_y,0_MIDDLE_FINGER_DIP_x,0_MIDDLE_FINGER_DIP_y,0_MIDDLE_FINGER_TIP_x,0_MIDDLE_FINGER_TIP_y,0_RING_FINGER_MCP_x,0_RING_FINGER_MCP_y,0_RING_FINGER_PIP_x,0_RING_FINGER_PIP_y,0_RING_FINGER_DIP_x,0_RING_FINGER_DIP_y,0_RING_FINGER_TIP_x,0_RING_FINGER_TIP_y,0_PINKY_MCP_x,0_PINKY_MCP_y,0_PINKY_PIP_x,0_PINKY_PIP_y,0_PINKY_DIP_x,0_PINKY_DIP_y,0_PINKY_TIP_x,0_PINKY_TIP_y,label
0.0,0.0,-23.374176025390625,-17.000656127929688,-38.27728271484375,-43.9658260345459,-36.08173370361328,-67.15962409973145,-23.396224975585938,-85.72440147399902,-24.15660858154297,-93.59456062316895,-24.76917266845703,-133.70043754577637,-25.65948486328125,-156.98794841766357,-23.432235717773438,-177.28222846984863,-1.959075927734375,-87.08993911743164,-3.4619903564453125,-111.4202070236206,-14.675521850585938,-81.29785537719727,-17.02136993408203,-66.8148422241211,18.882675170898438,-76.17027282714844,13.47442626953125,-88.34193706512451,1.2230300903320312,-58.74006271362305,0.04543304443359375,-48.31234931945801,38.381500244140625,-61.26840591430664,33.37455749511719,-73.1554126739502,20.960350036621094,-54.41290855407715,18.225250244140625,-47.33659744262695,1
0.0,0.0,-22.636756896972656,-16.568927764892578,-37.475242614746094,-43.086347579956055,-34.96101379394531,-65.75034141540527,-22.222251892089844,-83.99471282958984,-23.201828002929688,-93.69791507720947,-22.955169677734375,-133.80372047424316,-23.07373046875,-156.91377639770508,-20.415916442871094,-177.36409664154053,-0.8254241943359375,-87.03869819641113,-3.253936767578125,-111.17199897766113,-14.225234985351562,-80.66216468811035,-16.07421875,-65.12186050415039,19.975051879882812,-75.91361045837402,13.941574096679688,-87.45092868804932,2.0082855224609375,-57.92824745178223,1.1874771118164062,-47.08840370178223,39.65534210205078,-60.9334659576416,34.083518981933594,-71.97944641113281,21.723976135253906,-53.47972869873047,19.142379760742188,-46.54000282287598,1
0.0,0.0,-22.478904724121094,-16.420698165893555,-37.7923583984375,-43.284244537353516,-35.118408203125,-66.20447158813477,-21.009178161621094,-83.31966876983643,-22.89936065673828,-93.96838188171387,-23.165931701660156,-133.72422695159912,-23.575096130371094,-156.51679515838623,-20.814552307128906,-176.99386596679688,-0.37128448486328125,-87.68071174621582,-2.9186630249023438,-111.14067077636719,-14.305267333984375,-80.50789833068848,-15.906219482421875,-65.56926727294922,20.33802032470703,-76.5428352355957,13.788833618164062,-86.75220966339111,1.6400146484375,-57.16458320617676,1.5383148193359375,-47.27574348449707,39.698753356933594,-61.373348236083984,33.08002471923828,-70.73066711425781,20.775070190429688,-52.04461097717285,19.105148315429688,-45.93958854675293,1
0.0,0.0,-22.694129943847656,-16.19121551513672,-38.38531494140625,-43.0946159362793,-35.610923767089844,-66.2640380859375,-22.162742614746094,-84.46719646453857,-23.942222595214844,-93.79281520843506,-24.273223876953125,-133.42658042907715,-24.611587524414062,-156.4720916748047,-21.987991333007812,-177.03027248382568,-1.4964675903320312,-87.68895149230957,-4.36004638671875,-110.7638168334961,-14.718399047851562,-79.73525047302246,-15.640602111816406,-64.66867446899414,19.315452575683594,-76.77331924438477,13.145523071289062,-87.55220890045166,1.5282440185546875,-58.00103187561035,1.3315582275390625,-48.21833610534668,38.829002380371094,-61.905412673950195,32.86384582519531,-72.36004829406738,20.98724365234375,-53.58864784240723,19.24121856689453,-47.271881103515625,1
0.0,0.0,-22.59532928466797,-16.06281280517578,-38.10569763183594,-42.48295783996582,-35.6195068359375,-65.1657772064209,-22.074356079101562,-83.13145637512207,-23.977737426757812,-93.2752275466919,-23.817672729492188,-133.11055183410645,-23.694000244140625,-156.11711025238037,-20.770263671875,-176.621675491333,-1.6812896728515625,-86.87800884246826,-3.848876953125,-110.7020616531372,-14.455108642578125,-80.13833999633789,-16.095199584960938,-64.70466613769531,19.058189392089844,-75.85126876831055,13.378982543945312,-87.21596717834473,1.66229248046875,-57.817440032958984,1.0317611694335938,-47.501535415649414,38.5076904296875,-60.880680084228516,32.88902282714844,-71.5711498260498,21.06800079345703,-53.04854393005371,19.21649932861328,-46.57379150390625,1
0.0,0.0,-22.490501403808594,-16.196279525756836,-37.960968017578125,-42.25527763366699,-35.450706481933594,-65.12040138244629,-22.1160888671875,-83.06726932525635,-23.809967041015625,-93.73958587646484,-23.935012817382812,-132.92919158935547,-23.843460083007812,-155.9297275543213,-20.879669189453125,-175.9872579574585,-1.44195556640625,-87.31701850891113,-4.10247802734375,-110.28016090393066,-14.6063232421875,-79.17484760284424,-15.930671691894531,-64.35296058654785,19.444007873535156,-76.13285064697266,13.352165222167969,-86.8668794631958,1.9015121459960938,-57.515201568603516,1.65313720703125,-47.59005546569824,39.021759033203125,-60.86517333984375,33.005828857421875,-70.60220718383789,21.015090942382812,-52.222909927368164,18.93756866455078,-46.00593566894531,1
0.0,0.0,-22.906875610351562,-15.752677917480469,-38.82801055908203,-41.86838150024414,-37.11833953857422,-64.46468353271484,-24.137649536132812,-82.78690338134766,-25.083160400390625,-93.36193084716797,-25.544395446777344,-133.3269453048706,-25.86284637451172,-156.38202667236328,-23.41693878173828,-176.93926334381104,-2.8680801391601562,-86.95233821868896,-5.352058410644531,-111.0820484161377,-15.749359130859375,-81.17849349975586,-17.71106719970703,-65.94818115234375,17.95795440673828,-76.07505798339844,12.02178955078125,-87.47899532318115,0.759429931640625,-57.77091979980469,-0.07793426513671875,-47.128658294677734,37.69355773925781,-61.341962814331055,31.970672607421875,-72.46630668640137,20.195350646972656,-53.600664138793945,17.71686553955078,-46.73881530761719,1
0.0,0.0,-22.78656005859375,-16.206350326538086,-38.35350036621094,-42.57843017578125,-35.284080505371094,-65.28571128845215,-22.1917724609375,-83.2203197479248,-23.936080932617188,-94.5366096496582,-24.683189392089844,-133.33477020263672,-25.267410278320312,-156.15426063537598,-22.8973388671875,-176.13595962524414,-1.5772247314453125,-87.73339748382568,-4.1436004638671875,-111.5237045288086,-15.036392211914062,-80.55461883544922,-16.630210876464844,-65.43067932128906,19.22496795654297,-76.20245933532715,13.425407409667969,-87.65307426452637,1.7855453491210938,-58.132638931274414,1.4593124389648438,-47.948198318481445,38.63533020019531,-60.69577217102051,33.35906982421875,-71.693115234375,21.217918395996094,-53.15560340881348,19.025726318359375,-46.68265342712402,1
0.0,0.0,-23.161354064941406,-16.34202003479004,-38.62529754638672,-42.82639503479004,-35.155296325683594,-65.14180183410645,-21.749420166015625,-83.08300495147705,-24.209747314453125,-94.362473487854,-24.80670928955078,-133.56473922729492,-25.042381286621094,-156.30924224853516,-22.439308166503906,-176.7306089401245,-1.6161727905273438,-87.2743034362793,-3.6175155639648438,-111.4555835723877,-14.370231628417969,-81.45232200622559,-16.31641387939453,-65.58340072631836,19.182281494140625,-75.37479400634766,13.974952697753906,-87.58837223052979,2.0267486572265625,-58.262901306152344,0.9952163696289062,-47.418251037597656,38.584632873535156,-59.62526321411133,33.810157775878906,-72.10879325866699,21.293296813964844,-53.50685119628906,18.297119140625,-46.19662284851074,1
0.0,0.0,-23.055763244628906,-16.661853790283203,-38.706512451171875,-43.90565872192383,-35.60802459716797,-67.3216724395752,-21.8682861328125,-84.62140560150146,-24.15355682373047,-94.20471668243408,-24.902000427246094,-133.6702823638916,-25.562820434570312,-156.4767551422119,-23.10832977294922,-176.96933269500732,-1.8272781372070312,-87.22168922424316,-3.9007186889648438,-112.50738143920898,-14.727363586425781,-82.03538417816162,-16.327285766601562,-66.81618690490723,18.901329040527344,-75.60582160949707,13.649482727050781,-88.15535545349121,1.9690704345703125,-58.95621299743652,1.6925430297851562,-48.82558822631836,38.3465576171875,-60.17566680908203,33.74114990234375,-72.37011909484863,21.401710510253906,-54.05642509460449,18.936080932617188,-47.329158782958984,1
